# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2022;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 20. Deutschen Bundestag (26. September 2021);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2021'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Erst-/Zweitstimme;Geschlecht;Geburtsjahresgruppe;Summe;Ungültig;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;Sonstige;dar. FREIE WÄHLER;dar. dieBasis
BE-O;2;Summe;1987 – 1996;123146;878;7685;16086;6228;11429;18472;44264;;18104;1091;
BE-O;2;Summe;1977 – 1986;162812;1687;15745;24329;16485;13938;19719;52104;;18805;2468;
BE-O;2;Summe;1962 – 1976;222429;2007;25375;45090;33571;17363;29621;48019;;21384;2768;
BE-O;2;Summe;1952 – 1961;117051;1918;17306;32971;17203;6933;24361;9474;;6886;1118;
BE-O;2;Summe;1951 und früher;146888;4828;24683;50998;11906;5605;35708;6203;;6957;592;
BE-O;2;m;Summe;394924;4996;45006;79561;54708;33406;63540;77598;;36109;4121;
BE-O;2;m;1997 – 2003;24074;102;948;2807;1574;3316;4428;7351;;3547;179;
BE-O;2;m;1987 – 1996;57727;337;3978;7651;3392;6569;9298;17319;;9184;601;
BE-O;2;m;1977 – 1986;80734;698;7643;12134;9521;8245;9551;23477;;9466;1628;
BE-O;2;m;1962 – 1976;115418;1250;14082;21303;21916;10036;14751;22648;;9433;1319;
BE-O;2;m;1952 – 1961;55804;913;8269;14717;11457;3264;10284;4459;;2438;237;
BE-O;2;m;1951 und früher;61167;1697;10085;20949;6848;1975;15228;2344;;2042;156;
BE-O;2;w;Summe;426147;7061;47714;95815;33483;26664;73651;98053;;43703;4452;
BE-O;2;w;1997 – 2003;24670;638;978;3094;1224;1488;4882;8237;;4130;356;
BE-O;2;w;1987 – 1996;65419;542;3707;8436;2835;4860;9174;26945;;8921;490;
BE-O;2;w;1977 – 1986;82078;989;8102;12195;6965;5692;10168;28627;;9339;840;
BE-O;2;w;1962 – 1976;107011;757;11293;23787;11655;7327;14870;25371;;11951;1449;
BE-O;2;w;1952 – 1961;61247;1005;9037;18254;5746;3668;14077;5014;;4447;880;
BE-O;2;w;1951 und früher;85721;3131;14598;30050;5058;3630;20480;3859;;4915;436;
BE-W;1;Summe;Summe;1035833;20492;230174;270423;62478;81298;72937;222058;;75972;7644;11171
BE-W;1;Summe;1997 – 2003;86705;828;8413;17011;2122;10998;11493;26755;;9085;469;1218
BE-W;1;Summe;1987 – 1996;158546;1647;15238;30655;5750;15780;20619;51263;;17595;1156;1394
BE-W;1;Summe;1977 – 1986;159624;1766;26546;36589;9874;12252;12856;44531;;15210;892;2524
BE-W;1;Summe;1962 – 1976;257230;4073;57932;62274;21196;21088;14382;56790;;19496;2234;3419
BE-W;1;Summe;1952 – 1961;149481;3474;38277;45759;12718;9925;7570;24340;;7418;1597;1531
BE-W;1;Summe;1951 und früher;224248;8704;83769;78135;10817;11256;6017;18381;;7168;1297;1084
BE-W;1;m;Summe;488398;8879;110607;124956;37908;43494;34684;95709;;32160;3374;4514
BE-W;1;m;1997 – 2003;41124;505;4472;8717;1058;6400;4907;10674;;4389;294;668
BE-W;1;m;1987 – 1996;77669;1020;7428;16322;3823;9631;9234;21631;;8580;620;718
BE-W;1;m;1977 – 1986;83015;1099;13625;18045;6443;7347;7461;22236;;6760;479;947
BE-W;1;m;1962 – 1976;119675;1909;29395;28409;12348;10769;6342;22738;;7765;878;1272
BE-W;1;m;1952 – 1961;70768;1416;18148;21406;7743;5189;3700;10543;;2625;690;608
BE-W;1;m;1951 und früher;96147;2931;37538;32057;6493;4159;3041;7887;;2041;413;301
BE-W;1;w;Summe;547435;11613;119568;145467;24570;37803;38253;126349;;43812;4271;6656
BE-W;1;w;1997 – 2003;45581;323;3941;8294;1064;4598;6586;16080;;4696;175;550
BE-W;1;w;1987 – 1996;80877;627;7809;14333;1927;6149;11386;29631;;9015;536;676
BE-W;1;w;1977 – 1986;76609;668;12921;18544;3431;4905;5395;22295;;8450;413;1577
BE-W;1;w;1962 – 1976;137555;2165;28536;33865;8849;10318;8041;34051;;11731;1356;2147
BE-W;1;w;1952 – 1961;78712;2058;20129;24353;4976;4736;3870;13798;;4794;907;923
BE-W;1;w;1951 und früher;128101;5773;46231;46078;4324;7097;2976;10494;;5128;884;783
BE-W;2;Summe;Summe;1035833;18265;196971;252913;65502;105866;71861;232882;;91573;8497;
BE-W;2;Summe;1997 – 2003;86705;502;5996;12877;2338;12488;10634;27498;;14372;575;
BE-W;2;Summe;1987 – 1996;158546;1560;11733;24845;5955;17215;19219;54355;;23662;1345;
BE-W;2;Summe;1977 – 1986;159624;1885;21968;31591;9969;16007;12620;47680;;17904;2007;
BE-W;2;Summe;1962 – 1976;257230;3357;47933;60880;21787;30279;14318;58633;;20043;2414;
BE-W;2;Summe;1952 – 1961;149481;2602;34158;46464;13398;12827;8269;24136;;7626;1195;
BE-W;2;Summe;1951 und früher;224248;8359;75183;76255;12055;17050;6801;20579;;7965;961;
BE-W;2;m;Summe;488398;8308;91669;116069;38138;58658;35166;101062;;39327;4473;
BE-W;2;m;1997 – 2003;41124;304;2967;6677;1151;7863;4666;11246;;6249;380;
BE-W;2;m;1987 – 1996;77669;902;5794;13100;3833;10451;8740;23318;;11531;827;
BE-W;2;m;1977 – 1986;83015;1225;10989;15314;5989;10106;7390;23292;;8710;1238;
BE-W;2;m;1962 – 1976;119675;1432;23922;27710;12071;16180;6746;23767;;7848;1046;
BE-W;2;m;1952 – 1961;70768;1408;15746;21682;8333;6514;4344;10142;;2600;595;
BE-W;2;m;1951 und früher;96147;3036;32251;31587;6762;7545;3280;9297;;2389;387;
BE-W;2;w;Summe;547435;9957;105302;136843;27364;47208;36694;131820;;52246;4024;
BE-W;2;w;1997 – 2003;45581;197;3029;6200;1186;4626;5968;16252;;8122;195;
BE-W;2;w;1987 – 1996;80877;659;5939;11746;2123;6764;10478;31037;;12131;518;
BE-W;2;w;1977 – 1986;76609;660;10978;16277;3980;5901;5230;24388;;9194;769;
BE-W;2;w;1962 – 1976;137555;1924;24011;33170;9716;14099;7572;34867;;12195;1368;
BE-W;2;w;1952 – 1961;78712;1194;18413;24783;5065;6313;3925;13994;;5027;600;
BE-W;2;w;1951 und früher;128101;5323;42932;44668;5293;9505;3521;11282;;5577;574;
BB;1;Summe;Summe;1549464;21706;283668;437753;279978;121094;142628;120005;;142632;49309;26594
BB;1;Summe;1997 – 2003;89016;841;10233;15850;11472;14574;8862;14729;;12455;1943;1609
BB;1;Summe;1987 – 1996;145373;1691;17786;24695;32813;16358;10745;19463;;21822;4902;4238
BB;1;Summe;1977 – 1986;238372;2483;40947;46197;58252;21191;16892;23415;;28995;9772;5414
BB;1;Summe;1962 – 1976;420014;4266;80555;98451;93914;35109;32861;32704;;42154;14732;9910
BB;1;Summe;1952 – 1961;316325;4440;62236;104634;51218;20577;32207;17185;;23829;11504;3651
BB;1;Summe;1951 und früher;340364;7984;71910;147927;32310;13285;41063;12508;;13377;6456;1773
BB;1;m;Summe;752417;9359;133449;194544;168056;60329;69118;54582;;62977;23045;10418
BB;1;m;1997 – 2003;44977;290;5257;7845;6524;8309;4253;6333;;6167;980;429
BB;1;m;1987 – 1996;72569;677;8144;11080;19192;9084;5146;8762;;10484;2345;1924
BB;1;m;1977 – 1986;117928;1388;18942;21338;33695;10809;8106;10543;;13107;4597;2170
BB;1;m;1962 – 1976;208498;1670;40793;43395;58668;16733;14934;15191;;17113;6682;3796
BB;1;m;1952 – 1961;153845;2091;30602;46877;30901;9536;15872;7664;;10300;5193;1568
BB;1;m;1951 und früher;154600;3243;29711;64009;19076;5859;20807;6090;;5806;3248;531
BB;1;w;Summe;797047;12347;150219;243209;111922;60765;73510;65423;;79655;26265;16176
BB;1;w;1997 – 2003;44040;551;4977;8005;4948;6265;4609;8397;;6289;963;1180
BB;1;w;1987 – 1996;72803;1014;9642;13615;13620;7274;5599;10702;;11338;2558;2314
BB;1;w;1977 – 1986;120443;1095;22006;24859;24557;10381;8786;12872;;15888;5175;3244
BB;1;w;1962 – 1976;211516;2596;39762;55056;35246;18377;17926;17513;;25041;8050;6114
BB;1;w;1952 – 1961;162480;2349;31634;57757;20316;11041;16334;9521;;13529;6311;2083
BB;1;w;1951 und früher;185764;4742;42199;83918;13235;7427;20256;6418;;7570;3208;1242
BB;2;Summe;Summe;1549464;19821;233891;450573;277412;142426;129762;137472;;158107;40509;23062
BB;2;Summe;1997 – 2003;89016;760;7128;12404;11077;16363;8438;16828;;16018;1737;1322
BB;2;Summe;1987 – 1996;145373;1793;12336;22453;31023;17964;9780;21136;;28887;4575;3705
BB;2;Summe;1977 – 1986;238372;2266;29748;45827;57665;26675;13857;29217;;33118;7854;5397
BB;2;Summe;1962 – 1976;420014;3938;67404;101136;95284;41793;30157;37884;;42419;11762;8219
BB;2;Summe;1952 – 1961;316325;4221;53763;110996;50124;24712;30270;18816;;23423;9077;2790
BB;2;Summe;1951 und früher;340364;6843;63512;157756;32240;14919;37261;13592;;14241;5505;1629
BB;2;m;Summe;752417;8478;113143;196798;167935;73001;64291;64010;;64761;18425;8423
BB;2;m;1997 – 2003;44977;386;3395;6060;6456;9842;3923;7608;;7307;912;421
BB;2;m;1987 – 1996;72569;663;5868;10076;18322;10572;5030;9199;;12839;2307;1623
BB;2;m;1977 – 1986;117928;1102;14724;20314;33919;13427;6782;13676;;13983;3811;1904
BB;2;m;1962 – 1976;208498;1596;34193;44353;59935;20769;14194;17461;;15997;5044;2911
BB;2;m;1952 – 1961;153845;1875;27225;49186;30408;11439;14941;9309;;9463;3897;1048
BB;2;m;1951 und früher;154600;2856;27738;66809;18895;6952;19421;6757;;5172;2454;516
BB;2;w;Summe;797047;11343;120748;253775;109477;69425;65471;73462;;93346;22084;14639
BB;2;w;1997 – 2003;44040;374;3733;6344;4621;6521;4515;9220;;8711;825;901
BB;2;w;1987 – 1996;72803;1130;6468;12377;12701;7392;4750;11937;;16048;2267;2083
BB;2;w;1977 – 1986;120443;1163;15024;25514;23746;13247;7075;15540;;19135;4043;3493
BB;2;w;1962 – 1976;211516;2342;33211;56782;35349;21024;15962;20423;;26422;6718;5308
BB;2;w;1952 – 1961;162480;2347;26537;61811;19715;13273;15329;9507;;13960;5180;1742
BB;2;w;1951 und früher;185764;3987;35774;90947;13345;7967;17840;6835;;9069;3051;1113
MV;1;Summe;Summe;935040;16954;180669;261408;169977;66328;116033;62664;;61007;18482;15415
MV;1;Summe;1997 – 2003;52054;876;5333;9670;7381;8386;6713;8421;;5273;888;775
MV;1;Summe;1987 – 1996;91911;878;11190;18804;19214;9142;9716;12708;;10259;2933;1878
MV;1;Summe;1977 – 1986;135270;2153;22223;28982;33481;11484;12468;11365;;13113;3235;3779
MV;1;Summe;1962 – 1976;241074;3212;48948;59602;52681;18829;25333;15007;;17463;5484;5342
MV;1;Summe;1952 – 1961;205305;4063;42930;64393;35696;11465;28336;8884;;9538;4057;2240
MV;1;Summe;1951 und früher;209426;5773;50044;79957;21523;7021;33466;6280;;5362;1884;1400
MV;1;m;Summe;451090;7219;84003;116380;104012;31932;55256;27076;;25212;8117;6323
MV;1;m;1997 – 2003;25867;482;2852;4567;4248;5032;3182;3358;;2146;382;303
MV;1;m;1987 – 1996;46032;507;5132;8631;11418;5066;4638;6113;;4528;1335;723
MV;1;m;1977 – 1986;67191;910;10956;12120;20301;5200;6401;5254;;6049;1505;1837
MV;1;m;1962 – 1976;120507;1608;25040;27169;33250;8574;11626;6092;;7147;2443;2058
MV;1;m;1952 – 1961;99080;1848;19833;29204;22052;5068;13478;3979;;3619;1777;926
MV;1;m;1951 und früher;92414;1864;20190;34690;12743;2993;15931;2280;;1723;676;477
MV;1;w;Summe;483950;9735;96666;145028;65965;34396;60777;35588;;35795;10365;9092
MV;1;w;1997 – 2003;26187;393;2481;5103;3134;3354;3531;5063;;3127;507;472
MV;1;w;1987 – 1996;45879;371;6058;10173;7796;4077;5078;6595;;5731;1599;1155
MV;1;w;1977 – 1986;68080;1242;11267;16863;13180;6284;6067;6111;;7064;1730;1943
MV;1;w;1962 – 1976;120567;1603;23908;32433;19432;10254;13707;8914;;10315;3042;3284
MV;1;w;1952 – 1961;106225;2215;23097;35189;13644;6398;14858;4905;;5919;2280;1314
MV;1;w;1951 und früher;117012;3909;29854;45267;8780;4028;17536;4000;;3639;1208;923
MV;2;Summe;Summe;935040;16181;160103;267368;165342;75555;101735;71956;;76800;13344;16336
MV;2;Summe;1997 – 2003;52054;730;3964;8222;6678;9460;5163;9504;;8332;494;930
MV;2;Summe;1987 – 1996;91911;846;9206;16543;17759;10348;7372;15402;;14433;1999;2031
MV;2;Summe;1977 – 1986;135270;1746;19383;28069;31920;13137;10138;14236;;16641;2542;3876
MV;2;Summe;1962 – 1976;241074;2950;43417;60833;52129;21595;22757;16865;;20526;3860;5648
MV;2;Summe;1952 – 1961;205305;3793;38799;68308;35273;12764;26126;9459;;10783;3001;2571
MV;2;Summe;1951 und früher;209426;6116;45332;85393;21583;8250;30178;6490;;6085;1448;1280
MV;2;m;Summe;451090;6737;75248;116918;100798;38114;48271;31899;;33105;5889;6411
MV;2;m;1997 – 2003;25867;437;1985;3621;3888;5925;2319;3672;;4021;329;311
MV;2;m;1987 – 1996;46032;429;4311;7379;10594;5883;3689;7274;;6474;894;759
MV;2;m;1977 – 1986;67191;781;9811;11984;19378;6153;4892;6323;;7869;1097;1713
MV;2;m;1962 – 1976;120507;1411;22113;27112;32691;11050;10542;7464;;8123;1579;2140
MV;2;m;1952 – 1961;99080;1718;18279;30320;21262;5658;12622;4679;;4542;1408;1031
MV;2;m;1951 und früher;92414;1961;18748;36502;12986;3445;14208;2487;;2077;581;456
MV;2;w;Summe;483950;9444;84855;150450;64544;37441;53464;40057;;43695;7455;9925
MV;2;w;1997 – 2003;26187;293;1979;4601;2790;3535;2845;5833;;4311;165;619
MV;2;w;1987 – 1996;45879;417;4895;9164;7165;4465;3683;8128;;7959;1105;1272
MV;2;w;1977 – 1986;68080;965;9572;16085;12542;6984;5247;7913;;8772;1444;2163
MV;2;w;1962 – 1976;120567;1539;21304;33721;19438;10545;12215;9401;;12403;2281;3507
MV;2;w;1952 – 1961;106225;2075;20520;37988;14011;7106;13504;4780;;6241;1593;1541
MV;2;w;1951 und früher;117012;4155;26584;48891;8597;4805;15970;4003;;4008;867;823
SN;1;Summe;Summe;2488954;29375;546282;410769;632881;220062;282800;171384;;195401;66844;45040
SN;1;Summe;1997 – 2003;154102;1498;18706;16400;26233;24548;25983;23867;;16866;3581;2498
SN;1;Summe;1987 – 1996;276070;2814;31392;31028;65357;30353;45876;37935;;31316;8639;6641
SN;1;Summe;1977 – 1986;376483;3195;65305;42986;112944;37838;34312;37681;;42223;13542;10228
SN;1;Summe;1962 – 1976;618843;5593;133448;77943;193259;61509;53492;37964;;55634;19901;15422
SN;1;Summe;1952 – 1961;478020;6943;117303;89746;134263;33572;48951;17672;;29570;13026;6756
SN;1;Summe;1951 und früher;585436;9332;180128;152667;100825;32241;74186;16265;;19792;8154;3496
SN;1;m;Summe;1208660;12293;246936;179488;370035;101945;134983;76077;;86904;28360;18486
SN;1;m;1997 – 2003;79775;569;9724;8146;15366;14805;11772;10492;;8901;1412;1203
SN;1;m;1987 – 1996;138022;1387;15974;15095;35862;16093;23441;15741;;14429;4022;2707
SN;1;m;1977 – 1986;192569;1337;29519;20477;68942;17798;17349;16424;;20724;5916;4446
SN;1;m;1962 – 1976;312133;2244;66003;33265;116851;26545;25114;18176;;23937;8498;6319
SN;1;m;1952 – 1961;226259;2926;53873;37631;76077;13676;22521;7834;;11720;5368;2579
SN;1;m;1951 und früher;259901;3831;71843;64874;56937;13028;34786;7410;;7193;3144;1232
SN;1;w;Summe;1280294;17082;299346;231281;262846;118117;147817;95307;;108497;38483;26554
SN;1;w;1997 – 2003;74327;929;8983;8253;10867;9743;14211;13375;;7965;2169;1294
SN;1;w;1987 – 1996;138048;1427;15418;15933;29495;14260;22436;22193;;16887;4617;3934
SN;1;w;1977 – 1986;183914;1858;35786;22509;44001;20041;16963;21257;;21500;7626;5782
SN;1;w;1962 – 1976;306710;3349;67445;44679;76408;34964;28378;19789;;31697;11403;9103
SN;1;w;1952 – 1961;251761;4017;63430;52115;58186;19896;26430;9838;;17849;7658;4177
SN;1;w;1951 und früher;325534;5501;108285;87793;43888;19213;39399;8855;;12599;5010;2264
SN;2;Summe;Summe;2488954;26057;422879;474804;607044;271166;230012;212320;;244672;56654;38090
SN;2;Summe;1997 – 2003;154102;1124;9700;15257;23343;29787;18604;30278;;26009;2924;1648
SN;2;Summe;1987 – 1996;276070;2182;18595;32743;60328;35746;32615;50066;;43795;7923;5427
SN;2;Summe;1977 – 1986;376483;2655;44982;49482;107700;45128;26686;48541;;51310;10227;8623
SN;2;Summe;1962 – 1976;618843;4564;100104;94312;190074;76592;43803;45657;;63737;16884;13435
SN;2;Summe;1952 – 1961;478020;6315;96056;105782;128871;43855;42930;19281;;34929;11079;6306
SN;2;Summe;1951 und früher;585436;9217;153442;177228;96729;40058;65374;18497;;24892;7618;2651
SN;2;m;Summe;1208660;10445;191181;209779;355616;133009;108686;98291;;101654;24231;15685
SN;2;m;1997 – 2003;79775;382;4990;7775;13781;18826;8151;13438;;12430;1425;944
SN;2;m;1987 – 1996;138022;1206;8497;16079;33350;20068;16595;22454;;19774;3885;1977
SN;2;m;1977 – 1986;192569;1112;20902;22564;65950;22321;13519;22456;;23745;4461;3772
SN;2;m;1962 – 1976;312133;1851;49949;40812;115024;36763;20577;22128;;25029;7021;5682
SN;2;m;1952 – 1961;226259;2707;45176;44575;73075;19150;19619;9422;;12534;4617;2367
SN;2;m;1951 und früher;259901;3187;61666;77972;54435;15880;30225;8393;;8142;2823;943
SN;2;w;Summe;1280294;15612;231698;265025;251428;138157;121326;114029;;143018;32423;22405
SN;2;w;1997 – 2003;74327;742;4709;7482;9561;10960;10453;16840;;13580;1499;704
SN;2;w;1987 – 1996;138048;976;10098;16664;26977;15678;16021;27612;;24021;4038;3450
SN;2;w;1977 – 1986;183914;1543;24080;26918;41750;22807;13167;26085;;27564;5766;4851
SN;2;w;1962 – 1976;306710;2712;50155;53499;75051;39829;23226;23529;;38708;9863;7753
SN;2;w;1952 – 1961;251761;3608;50880;61206;55796;24705;23311;9859;;22395;6462;3938
SN;2;w;1951 und früher;325534;6029;91776;99256;42293;24178;35149;10103;;16749;4796;1708
ST;1;Summe;Summe;1214761;14583;299363;293197;242065;96084;127576;64326;;77567;33554;23083
ST;1;Summe;1997 – 2003;68298;595;8431;12002;10104;11703;8671;10427;;6366;2422;1466
ST;1;Summe;1987 – 1996;118623;1369;18512;19049;27529;12287;12684;14120;;13074;5104;3150
ST;1;Summe;1977 – 1986;162673;1899;35312;27249;45359;15438;11500;10415;;15502;6204;5157
ST;1;Summe;1962 – 1976;309365;3280;78010;59566;79103;27004;27521;13587;;21295;9589;7683
ST;1;Summe;1952 – 1961;247608;2585;66723;65146;47502;16501;29782;7812;;11555;5602;3319
ST;1;Summe;1951 und früher;308193;4855;92375;110184;32468;13152;37417;7965;;9776;4633;2308
ST;1;m;Summe;585870;6480;134128;130833;147114;45632;60048;29146;;32488;14428;9176
ST;1;m;1997 – 2003;34461;329;4419;5722;6089;7247;3412;4255;;2989;1152;574
ST;1;m;1987 – 1996;60492;582;8923;9156;15897;6869;6343;6503;;6218;2180;1416
ST;1;m;1977 – 1986;83808;888;17014;12516;27966;7686;5705;5260;;6773;2812;2136
ST;1;m;1962 – 1976;156216;1609;38544;27506;49311;11704;12439;5845;;9259;4439;3204
ST;1;m;1952 – 1961;117777;995;29260;29017;29010;7237;14082;3993;;4184;2273;1145
ST;1;m;1951 und früher;133116;2078;35969;46917;18841;4888;18068;3290;;3065;1571;701
ST;1;w;Summe;628891;8103;165235;162364;94951;50452;67528;35180;;45079;19126;13908
ST;1;w;1997 – 2003;33837;266;4012;6281;4015;4456;5258;6172;;3377;1270;892
ST;1;w;1987 – 1996;58132;787;9589;9893;11632;5417;6342;7617;;6855;2924;1734
ST;1;w;1977 – 1986;78865;1011;18298;14733;17393;7751;5795;5154;;8729;3392;3021
ST;1;w;1962 – 1976;153149;1671;39466;32060;29792;15300;15083;7742;;12035;5150;4479
ST;1;w;1952 – 1961;129831;1591;37463;36129;18492;9264;15701;3820;;7371;3329;2174
ST;1;w;1951 und früher;175077;2777;56407;63267;13627;8263;19349;4675;;6711;3062;1607
ST;2;Summe;Summe;1214761;12821;252286;305085;235492;114024;115330;78701;;101022;22509;19213
ST;2;Summe;1997 – 2003;68298;611;5677;9253;9562;12138;7082;12692;;11283;1831;928
ST;2;Summe;1987 – 1996;118623;1345;12854;16365;26521;14076;10653;18491;;18320;3370;2189
ST;2;Summe;1977 – 1986;162673;1653;26789;26482;44916;18671;10081;13471;;20610;4410;4692
ST;2;Summe;1962 – 1976;309365;2561;66338;63869;76980;32032;24411;16999;;26175;6410;6373
ST;2;Summe;1952 – 1961;247608;2241;58338;71159;44775;20178;28228;8614;;14076;3515;3497
ST;2;Summe;1951 und früher;308193;4411;82290;117957;32738;16928;34875;8435;;10558;2974;1534
ST;2;m;Summe;585870;5301;112106;136000;143120;56425;55768;36559;;40591;9947;6858
ST;2;m;1997 – 2003;34461;308;2765;4346;5833;7782;3044;5175;;5208;924;257
ST;2;m;1987 – 1996;60492;576;6330;7463;15490;8117;5823;8499;;8194;1533;877
ST;2;m;1977 – 1986;83808;721;12735;11742;27748;9644;5391;6957;;8871;2081;1876
ST;2;m;1962 – 1976;156216;1160;33018;28746;48053;15206;11471;8163;;10399;2949;2359
ST;2;m;1952 – 1961;117777;898;25879;31908;27006;9253;13302;4389;;5143;1460;1111
ST;2;m;1951 und früher;133116;1639;31378;51796;18990;6423;16737;3376;;2776;1000;379
ST;2;w;Summe;628891;7520;140180;169085;92372;57599;59562;42142;;60431;12562;12355
ST;2;w;1997 – 2003;33837;303;2911;4907;3729;4356;4038;7517;;6076;906;671
ST;2;w;1987 – 1996;58132;769;6524;8902;11031;5958;4830;9992;;10126;1837;1312
ST;2;w;1977 – 1986;78865;932;14054;14740;17168;9028;4691;6514;;11738;2329;2816
ST;2;w;1962 – 1976;153149;1401;33320;35123;28927;16826;12940;8836;;15776;3461;4014
ST;2;w;1952 – 1961;129831;1343;32459;39251;17768;10926;14926;4225;;8933;2055;2386
ST;2;w;1951 und früher;175077;2772;50912;66161;13748;10505;18138;5059;;7782;1974;1155
TH;1;Summe;Summe;1279720;16639;264026;299024;298971;89008;155618;68185;;88249;29631;19846
TH;1;Summe;1997 – 2003;75343;945;7999;11622;13181;11895;9895;11299;;8509;1601;1136
TH;1;Summe;1987 – 1996;121284;1519;15653;18805;32657;11789;14979;13015;;12867;3340;2547
TH;1;Summe;1977 – 1986;191449;2542;34521;31205;58538;16802;17099;12097;;18646;5688;4645
TH;1;Summe;1962 – 1976;331481;3353;66804;63145;97749;24227;35065;16070;;25067;9288;6474
TH;1;Summe;1952 – 1961;269076;2999;60110;72276;60140;13469;36162;9256;;14663;5968;3443
TH;1;Summe;1951 und früher;291088;5280;78939;101971;36706;10826;42419;6448;;8499;3746;1601
TH;1;m;Summe;623204;6838;122250;134729;176187;41755;72606;29943;;38896;13020;7548
TH;1;m;1997 – 2003;37245;414;4133;5376;7890;6949;4224;4240;;4017;789;456
TH;1;m;1987 – 1996;60233;506;7366;8930;18161;6251;7045;5622;;6353;1642;1021
TH;1;m;1977 – 1986;98802;1120;17954;14675;34701;7995;7907;5768;;8683;2475;1814
TH;1;m;1962 – 1976;166457;1526;33165;27541;59221;10565;16175;7161;;11103;4323;2580
TH;1;m;1952 – 1961;130586;1346;27708;32973;35719;6003;16864;4305;;5669;2505;1228
TH;1;m;1951 und früher;129880;1925;31924;45234;20495;3992;20392;2848;;3069;1287;449
TH;1;w;Summe;656516;9801;141776;164295;122784;47253;83012;38242;;49353;16611;12299
TH;1;w;1997 – 2003;38098;531;3865;6245;5290;4946;5671;7059;;4491;812;680
TH;1;w;1987 – 1996;61050;1013;8288;9875;14497;5537;7933;7394;;6513;1698;1527
TH;1;w;1977 – 1986;92647;1422;16567;16530;23837;8807;9192;6330;;9963;3214;2832
TH;1;w;1962 – 1976;165023;1828;33638;35604;38528;13662;18890;8909;;13964;4965;3894
TH;1;w;1952 – 1961;138490;1653;32402;39304;24421;7467;19298;4951;;8993;3463;2215
TH;1;w;1951 und früher;161208;3355;47015;56736;16211;6834;22027;3600;;5429;2459;1152
TH;2;Summe;Summe;1279720;14809;213414;296446;303233;114283;144693;83220;;109622;27151;20189
TH;2;Summe;1997 – 2003;75343;774;4775;9465;13265;13390;8234;12789;;12652;1203;1082
TH;2;Summe;1987 – 1996;121284;1291;10244;15960;32240;14940;11956;16422;;18230;3212;2541
TH;2;Summe;1977 – 1986;191449;2179;24681;28555;59915;22360;14583;16178;;22999;4919;5040
TH;2;Summe;1962 – 1976;331481;2879;52589;63764;99708;31728;32611;18831;;29370;8539;6393
TH;2;Summe;1952 – 1961;269076;2451;51647;74148;60425;18129;34896;10919;;16461;5487;3844
TH;2;Summe;1951 und früher;291088;5236;69478;104553;37680;13736;42413;8081;;9910;3791;1289
TH;2;m;Summe;623204;5783;96594;132157;180150;55880;68647;38219;;45775;11792;7651
TH;2;m;1997 – 2003;37245;296;2561;4486;7809;7958;3623;4940;;5572;548;464
TH;2;m;1987 – 1996;60233;450;4382;7395;18395;8266;5968;7190;;8187;1432;981
TH;2;m;1977 – 1986;98802;960;12091;12729;35606;11450;7203;8151;;10613;2226;2050
TH;2;m;1962 – 1976;166457;1158;25446;28257;61097;14814;14838;8935;;11912;3735;2480
TH;2;m;1952 – 1961;130586;1017;23955;33191;35982;8292;16563;5292;;6294;2501;1310
TH;2;m;1951 und früher;129880;1901;28159;46098;21262;5100;20452;3711;;3196;1351;366
TH;2;w;Summe;656516;9026;116820;164289;123083;58403;76046;45001;;63847;15359;12538
TH;2;w;1997 – 2003;38098;478;2214;4979;5456;5432;4611;7848;;7080;656;618
TH;2;w;1987 – 1996;61050;841;5862;8564;13845;6674;5988;9233;;10043;1780;1560
TH;2;w;1977 – 1986;92647;1219;12591;15827;24309;10909;7380;8027;;12386;2694;2991
TH;2;w;1962 – 1976;165023;1721;27143;35507;38612;16914;17773;9896;;17458;4804;3914
TH;2;w;1952 – 1961;138490;1434;27692;40957;24443;9838;18333;5627;;10166;2986;2534
TH;2;w;1951 und früher;161208;3335;41319;58454;16418;8636;21961;4370;;6714;2440;923
